address,bedrooms,carpet_area,carp_area_unit,floors,location,price,price_per_sq_ft
"Pune, Maharashtra",2,705,,5,"18.6567728574223,73.8299336403187",8000000,10336
"Pune, Maharashtra",2,,,11,"18.6664499937538,73.8474815257257",5300000,5786
"Pune, Maharashtra",2,,,7,"18.748300861296,73.6899387642537",3600000,4063
"Pune, Maharashtra",2,,,8,"18.4680743173029,73.8930224694682",7500000,7143
"Pune, Maharashtra",3,,,7,"18.601732750311,73.7220719182405",8500000,6439
"Pune, Maharashtra",3,1329,,6,"18.7343947451665,73.6791497214445",4500000,
"Pune, Maharashtra",3,,,11,"18.5623774,73.7838673",17700000,10812
"Pune, Maharashtra",3,1346,,12,"18.4950276036183,73.9100372509402",17000000,9356
"Pune, Maharashtra",2,856,,15,"18.63972553,73.73968202",8000000,7619
"Pune, Maharashtra",3,,,5,"18.4509142546204,73.9159532114877",7000000,5263
"Pune, Maharashtra",3,1550,,,"18.5911585,73.9260013",6000000,3429
"Pune, Maharashtra",2,862,,14,"18.5527185,73.9454065",13200000,10560
"Pune, Maharashtra",2,,,13,"18.4509142546204,73.9159532114877",4700000,9495
"Pune, Maharashtra",2,900,,5,"18.5744326082844,73.9097761335821",16500000,14667
"Pune, Maharashtra",2,900,,5,"18.5771108912106,73.8927148142618",7800000,
"Pune, Maharashtra",2,772,,4,"18.5911585,73.9260013",3500000,4108
